File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIZDZQTIA/@@download/4DNFIZDZQTIA.pairs.gz	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIZDZQTIA	25547.94	6256bbd44eb06141aa08ce64ac442cf9	contact list-combined	pairs	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/22609a2b-ad64-4730-8af1-3147cca49731/4DNFIZDZQTIA.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIZDZQTIA/@@download/4DNFIZDZQTIA.pairs.gz.px2	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIZDZQTIA	10.72	eccde6972e45b59d365383b4a8ce0c0f	contact list-combined	pairs_px2	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	secondary file for	4DNFIZDZQTIA	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/22609a2b-ad64-4730-8af1-3147cca49731/4DNFIZDZQTIA.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI57XB4A8/@@download/4DNFI57XB4A8.hic	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFI57XB4A8	12913.24	4c87d13b296ff0563ffea609fd6d80bc	contact matrix	hic	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1856ff9e-de7a-4fa1-ae0b-3e04b837b5e1/4DNFI57XB4A8.hic
https://data.4dnucleome.org/files-processed/4DNFIAVHP5AV/@@download/4DNFIAVHP5AV.mcool	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIAVHP5AV	9299.32	15bc81300d00dee1b356b10481338cbe	contact matrix	mcool	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/71037abc-06e1-435d-91c2-7dccb3ac2de6/4DNFIAVHP5AV.mcool
https://data.4dnucleome.org/files-processed/4DNFIILVZGVV/@@download/4DNFIILVZGVV.bed.gz	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIILVZGVV	0.10	7ed3be2f01cacb04cf8ca1c2d96515a5	boundaries	bed	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/46e53ae2-689c-4c91-b4b9-f7d0b4516e57/4DNFIILVZGVV.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMTBCOOC/@@download/4DNFIMTBCOOC.bw	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIMTBCOOC	7.40	bd866cc47b6698fa27cf839c436e6671	insulation score-diamond	bw	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7d907f2c-e857-47d2-baa4-82084a9cddf4/4DNFIMTBCOOC.bw
https://data.4dnucleome.org/files-processed/4DNFIQVI4A6S/@@download/4DNFIQVI4A6S.bw	4DNES25ABNZ1	4DNEXYCAAWT1, 4DNEXS729LEL, 4DNEX9Q6SQZC, 4DNEXD85865V, 4DNEXJOPJ4E5, 4DNEX7RMOD2M, 4DNEXFYVHS7F, 4DNEXXJ3QQ26, 4DNEX9VSC6VO, 4DNEXKVS2H27	4DNFIQVI4A6S	0.18	40472cc2d56a4684742a894586fb3e8b	compartments	bw	8, 3, 9, 10, 1, 2, 7, 6, 4, 5	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6f25043b-f631-4bba-ad31-4616556b97af/4DNFIQVI4A6S.bw
https://data.4dnucleome.org/files-processed/4DNFILTSAY9I/@@download/4DNFILTSAY9I.pairs.gz	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFILTSAY9I	10372.14	e8270d7765ef511e2eb3f45178ed7776	contact list-combined	pairs	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/126a894a-bb5f-4213-9332-fa3883db0d23/4DNFILTSAY9I.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFILTSAY9I/@@download/4DNFILTSAY9I.pairs.gz.px2	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFILTSAY9I	9.28	aa4a7b7ee00f10620d742b7936d05101	contact list-combined	pairs_px2	2, 1	1, 1	primary cell	mouse	secondary file for	4DNFILTSAY9I	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/126a894a-bb5f-4213-9332-fa3883db0d23/4DNFILTSAY9I.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIQWS3632/@@download/4DNFIQWS3632.hic	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFIQWS3632	3953.44	c4be7ec43ef31e2e6afb20fa7aaeb569	contact matrix	hic	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8597cdae-8319-42d9-9175-3f77aaee34e1/4DNFIQWS3632.hic
https://data.4dnucleome.org/files-processed/4DNFIB7RFFBB/@@download/4DNFIB7RFFBB.mcool	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFIB7RFFBB	2706.85	c44f0b2de97edf4dcb86917753e52c1c	contact matrix	mcool	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/59d58dfb-ad17-407b-bf87-f70ee8af6eeb/4DNFIB7RFFBB.mcool
https://data.4dnucleome.org/files-processed/4DNFIZDHT51M/@@download/4DNFIZDHT51M.bw	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFIZDHT51M	7.27	4d44930af52d31d2c7795074ddce8b5b	insulation score-diamond	bw	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d32fa5cb-d07c-4c49-a979-847f380a9f0b/4DNFIZDHT51M.bw
https://data.4dnucleome.org/files-processed/4DNFIKPHXAGA/@@download/4DNFIKPHXAGA.bw	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFIKPHXAGA	0.18	a3d44b4ce5e15d0badaa90172560ae52	compartments	bw	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c98952c5-9872-488e-9f3f-7a699bf0891e/4DNFIKPHXAGA.bw
https://data.4dnucleome.org/files-processed/4DNFIWX6RNFM/@@download/4DNFIWX6RNFM.bed.gz	4DNES265ETYQ	4DNEX99DGLEF, 4DNEXMNJ6A2Y	4DNFIWX6RNFM	0.14	12e8a02a441ca55f1609761fa0ce9061	boundaries	bed	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Lindeman RE et al. (2021)	in situ Hi-C	merged replicates	Arima - A1, A2	Sertoli cell	Hi-C on mouse somatic gonadal cells	male Sertoli cells	processed file	External	4DN DCIC, HMS	David Zarkower, UMN	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/62b64107-a6f9-4a01-a1b0-dd5387d0042d/4DNFIWX6RNFM.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI6E2TDTU/@@download/4DNFI6E2TDTU.pairs.gz	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFI6E2TDTU	13408.26	cbcfc9313d2042dfaa73451752886426	contact list-combined	pairs	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3a8f3d58-236f-4ca3-9e1f-5171c8a6f497/4DNFI6E2TDTU.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI6E2TDTU/@@download/4DNFI6E2TDTU.pairs.gz.px2	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFI6E2TDTU	9.13	bff729a831c881aa06ccc58562c77e20	contact list-combined	pairs_px2	1, 2	1, 1	stem cell derived cell line	mouse	secondary file for	4DNFI6E2TDTU	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3a8f3d58-236f-4ca3-9e1f-5171c8a6f497/4DNFI6E2TDTU.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIUE5RAS6/@@download/4DNFIUE5RAS6.hic	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFIUE5RAS6	4683.46	6df67cfd72bcc378ea120f62288e5299	contact matrix	hic	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1faea4e7-9a32-466e-a826-0bfdab6cd915/4DNFIUE5RAS6.hic
https://data.4dnucleome.org/files-processed/4DNFIB8NZIAK/@@download/4DNFIB8NZIAK.mcool	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFIB8NZIAK	3293.10	76082c175492e08f86f2d9af1a8e366d	contact matrix	mcool	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c073a336-7bdc-4ac8-9b70-aabb56ac2e85/4DNFIB8NZIAK.mcool
https://data.4dnucleome.org/files-processed/4DNFICZHJYZ3/@@download/4DNFICZHJYZ3.bed.gz	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFICZHJYZ3	0.12	83253ee362eeb2d0f29fd5e9e1878fb8	boundaries	bed	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/321cf6d0-91b0-414d-bab0-0f5f1df284db/4DNFICZHJYZ3.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI41S78WL/@@download/4DNFI41S78WL.bw	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFI41S78WL	7.22	d83b379eb4566917535a83b7cdbf7d34	insulation score-diamond	bw	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/16486a33-24c5-4049-9d78-57d40c4d7234/4DNFI41S78WL.bw
https://data.4dnucleome.org/files-processed/4DNFIAN63RZ9/@@download/4DNFIAN63RZ9.bw	4DNES2Y6YG9E	4DNEXH1FXQ4J, 4DNEXO364N8H	4DNFIAN63RZ9	0.18	f93dc503732e17663df55d4c6827054a	compartments	bw	1, 2	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Huang H et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	Hi-C on Sox2 tagged F123 cells	2 CTCF site region between Sox2 and SE	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c9eefa18-953a-44f0-9b20-e9cd3c46955d/4DNFIAN63RZ9.bw
https://data.4dnucleome.org/files-processed/4DNFIS9JU5OD/@@download/4DNFIS9JU5OD.pairs.gz	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFIS9JU5OD	1454.43	8ff479ca6b1176d40a35eecfb7c2a685	contact list-combined	pairs	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f7ecc701-9fee-4649-ac9b-c06790d3cd6c/4DNFIS9JU5OD.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIS9JU5OD/@@download/4DNFIS9JU5OD.pairs.gz.px2	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFIS9JU5OD	8.27	ec22452729404598fb18df588ec43e84	contact list-combined	pairs_px2	2, 1	1, 1	primary cell	mouse	secondary file for	4DNFIS9JU5OD	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f7ecc701-9fee-4649-ac9b-c06790d3cd6c/4DNFIS9JU5OD.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI7TLEWUI/@@download/4DNFI7TLEWUI.hic	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFI7TLEWUI	1248.06	a2f45ff8b738e2223860983290d8e783	contact matrix	hic	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1d3e2905-b9b9-4b91-bcb4-8d34746e78f6/4DNFI7TLEWUI.hic
https://data.4dnucleome.org/files-processed/4DNFIMU4OC9R/@@download/4DNFIMU4OC9R.mcool	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFIMU4OC9R	787.40	5768c2189748382d08630b24a6ea6f69	contact matrix	mcool	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/23fbebdc-e731-40e9-ba03-613580b9d9f6/4DNFIMU4OC9R.mcool
https://data.4dnucleome.org/files-processed/4DNFI7MVOZ5L/@@download/4DNFI7MVOZ5L.bed.gz	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFI7MVOZ5L	0.14	edae0db4ae5422d73932d7fe82fa8a18	boundaries	bed	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/edd9a998-3c40-4492-837a-068656804f5e/4DNFI7MVOZ5L.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI8O5TDHT/@@download/4DNFI8O5TDHT.bw	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFI8O5TDHT	7.17	c77332c834d9d9f97a13ca7bb92476cc	insulation score-diamond	bw	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9ca2dae9-0bd3-4b79-9d26-9b5f890076d3/4DNFI8O5TDHT.bw
https://data.4dnucleome.org/files-processed/4DNFI552V6XE/@@download/4DNFI552V6XE.bw	4DNES3JWOSVS	4DNEXQZR4G2T, 4DNEXGKGYCMK	4DNFI552V6XE	0.18	bb7cb6d313e8c4ed25ac8242b0a9f5a8	compartments	bw	2, 1	1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	PN3 stage zygote	sisHi-C during early embryonic development	Zygotes in pronuclear stage 3	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b75fb8c-65be-4e27-8ba5-171af175a0c0/4DNFI552V6XE.bw
https://data.4dnucleome.org/files-processed/4DNFICWOYIG9/@@download/4DNFICWOYIG9.pairs.gz	4DNES3O1B45O	4DNEXVKRYYDB, 4DNEX4Y655YT, 4DNEXBAR7DBY, 4DNEXKS17DNT, 4DNEXFPMBMV8, 4DNEX4JMQO9U	4DNFICWOYIG9	4597.68	baa2a6dfa73696f9b3ead5a9254eadef	contact list-combined	pairs	2, 5, 4, 3, 6, 1	1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no replication	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9bdda438-00ae-4d01-9c54-20d8692074e6/4DNFICWOYIG9.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFICWOYIG9/@@download/4DNFICWOYIG9.pairs.gz.px2	4DNES3O1B45O	4DNEXVKRYYDB, 4DNEX4Y655YT, 4DNEXBAR7DBY, 4DNEXKS17DNT, 4DNEXFPMBMV8, 4DNEX4JMQO9U	4DNFICWOYIG9	17.36	1d55cf3eec91c9355b4c39607128e6ff	contact list-combined	pairs_px2	2, 5, 4, 3, 6, 1	1, 1, 1, 1, 1, 1	primary cell	mouse	secondary file for	4DNFICWOYIG9	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no replication	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9bdda438-00ae-4d01-9c54-20d8692074e6/4DNFICWOYIG9.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIXSTDPHL/@@download/4DNFIXSTDPHL.hic	4DNES3O1B45O	4DNEXVKRYYDB, 4DNEX4Y655YT, 4DNEXBAR7DBY, 4DNEXKS17DNT, 4DNEXFPMBMV8, 4DNEX4JMQO9U	4DNFIXSTDPHL	3117.94	145a3894b3b3f5133befd33c70ef2e36	contact matrix	hic	2, 5, 4, 3, 6, 1	1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no replication	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9e235711-ba90-404d-b4ac-b15990ea8e33/4DNFIXSTDPHL.hic
https://data.4dnucleome.org/files-processed/4DNFIRUZBSGM/@@download/4DNFIRUZBSGM.mcool	4DNES3O1B45O	4DNEXVKRYYDB, 4DNEX4Y655YT, 4DNEXBAR7DBY, 4DNEXKS17DNT, 4DNEXFPMBMV8, 4DNEX4JMQO9U	4DNFIRUZBSGM	3471.89	c8961d0c9beb315479860e131cfd1e08	contact matrix	mcool	2, 5, 4, 3, 6, 1	1, 1, 1, 1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	B cell derived cell line	Hi-C on activated B cells	no replication	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/68c26a65-af20-430e-88b7-dc50608646bb/4DNFIRUZBSGM.mcool
